Date, Departure Time, Arrival Time, Flight Info, Destination, Airline Info
2024-05-30,12:10,14:33,DL 321,York, Delta Air Lines New 
2024-05-30,12:10,14:33,KE 7304,York, Korean Air 
2024-05-30,12:10,14:33,KL 5059,York, KLM 
2024-05-30,12:10,14:33,LA 6223,York, LATAM Airlines 
2024-05-30,12:10,14:33,LY 4266,York, El Al 
2024-05-30,12:10,14:33,UX 3431,York, Air Europa 
2024-05-30,12:10,14:33,VS 4858,York, Virgin Atlantic 
2024-05-30,12:10,14:33,WS 6803,York, WestJet 
2024-05-30,12:11,13:51,F9 219,Salvador, Frontier Airlines San 
2024-05-30,12:13,13:24,DL 2320,Charlotte, Delta Air Lines 
2024-05-30,12:13,13:24,KE 7138,Charlotte, Korean Air 
2024-05-30,12:13,13:24,WS 6944,Charlotte, WestJet 
2024-05-30,12:15,13:42,DL 2450,Melbourne, Delta Air Lines 
2024-05-30,12:15,13:42,KE 7097,Melbourne, Korean Air 
2024-05-30,12:15,13:42,WS 7203,Melbourne, WestJet 
2024-05-30,12:15,14:33,DL 866,Seattle, Delta Air Lines 
2024-05-30,12:15,14:33,WS 6590,Seattle, WestJet 
2024-05-30,12:18,13:48,DL 2901,Minneapolis, Delta Air Lines 
2024-05-30,12:18,13:48,KE 3557,Minneapolis, Korean Air 
2024-05-30,12:18,13:48,KL 5041,Minneapolis, KLM 
2024-05-30,12:18,13:48,VS 2633,Minneapolis, Virgin Atlantic 
2024-05-30,12:18,13:48,WS 8025,Minneapolis, WestJet 
2024-05-30,12:18,14:44,NK 1444,Boston, Spirit Airlines 
2024-05-30,12:19,13:34,DL 2039,Point, Delta Air Lines Greensboro/High 
2024-05-30,12:19,13:34,KE 6913,Point, Korean Air 
2024-05-30,12:19,13:34,WS 6464,Point, WestJet 
2024-05-30,12:20,12:50,WN 401,Rock, Southwest Airlines Little 
2024-05-30,12:20,13:38,DL 2105,Wilmington, Delta Air Lines 
2024-05-30,12:20,13:38,KE 3726,Wilmington, Korean Air 
2024-05-30,12:20,13:38,WS 7521,Wilmington, WestJet 
2024-05-30,12:20,13:55,AM 3615,City, Aeromexico 
2024-05-30,12:20,13:55,DL 602,City, Delta Air Lines Mexico 
2024-05-30,12:20,13:55,KE 7627,City, Korean Air 
2024-05-30,12:21,13:23,DL 5341,Tallahassee, Delta Air Lines 
2024-05-30,12:21,13:23,KE 7037,Tallahassee, Korean Air 
2024-05-30,12:21,13:23,WS 7973,Tallahassee, WestJet 
2024-05-30,12:22,12:18,DL 4088,Montgomery, Delta Air Lines 
2024-05-30,12:22,12:18,KE 6957,Montgomery, Korean Air 
2024-05-30,12:22,12:18,WS 7829,Montgomery, WestJet 
2024-05-30,12:25,13:48,DL 1525,Tampa, Delta Air Lines 
2024-05-30,12:25,13:48,KE 7039,Tampa, Korean Air 
2024-05-30,12:25,14:18,DL 895,Angeles, Delta Air Lines Los 
2024-05-30,12:25,14:18,LA 6288,Angeles, LATAM Airlines 
2024-05-30,12:25,14:18,WS 6557,Angeles, WestJet 
2024-05-30,12:26,13:38,DL 2496,Beach, Delta Air Lines Myrtle 
2024-05-30,12:26,13:38,KE 6977,Beach, Korean Air 
2024-05-30,12:26,13:38,WS 6454,Beach, WestJet 
2024-05-30,12:27,14:05,DL 1196,Myers, Delta Air Lines Fort 
2024-05-30,12:27,14:05,KE 7135,Myers, Korean Air 
2024-05-30,12:27,14:05,WS 6785,Myers, WestJet 
2024-05-30,12:28,13:38,DL 2606,Gainesville, Delta Air Lines 
2024-05-30,12:28,13:38,KE 6909,Gainesville, Korean Air 
2024-05-30,12:28,13:38,WS 6751,Gainesville, WestJet 
2024-05-30,12:30,13:45,WN 3542,City, Southwest Airlines Oklahoma 
2024-05-30,12:30,14:00,DL 2365,Dayton, Delta Air Lines 
2024-05-30,12:30,14:00,KE 6873,Dayton, Korean Air 
2024-05-30,12:30,14:00,WS 6876,Dayton, WestJet 
2024-05-30,12:30,14:09,DL 784,Dulles, Delta Air Lines 
2024-05-30,12:30,14:09,KE 7073,Dulles, Korean Air 
2024-05-30,12:30,14:09,LA 6326,Dulles, LATAM Airlines 
2024-05-30,12:30,14:09,VS 4516,Dulles, Virgin Atlantic 
2024-05-30,12:30,14:09,WS 8292,Dulles, WestJet 
2024-05-30,12:30,14:45,DL 550,York, Delta Air Lines New 
2024-05-30,12:30,14:45,KE 3544,York, Korean Air 
2024-05-30,12:30,14:45,WS 6546,York, WestJet 
2024-05-30,12:31,14:30,DL 2279,Philadelphia, Delta Air Lines 
2024-05-30,12:31,14:30,KE 6997,Philadelphia, Korean Air 
2024-05-30,12:31,14:30,WS 7883,Philadelphia, WestJet 
2024-05-30,12:32,13:39,DL 1650,City, Delta Air Lines Oklahoma 
2024-05-30,12:32,13:39,KE 7109,City, Korean Air 
2024-05-30,12:34,12:44,DL 1470,Pensacola, Delta Air Lines 
2024-05-30,12:34,12:44,KE 7125,Pensacola, Korean Air 
2024-05-30,12:35,12:54,DL 2778,Memphis, Delta Air Lines 
2024-05-30,12:35,12:54,KE 7087,Memphis, Korean Air 
2024-05-30,12:35,12:54,WS 6445,Memphis, WestJet 
2024-05-30,12:36,14:11,AM 5533,Cancun, Aeromexico 
2024-05-30,12:36,14:11,DL 592,Cancun, Delta Air Lines 
2024-05-30,12:36,14:11,KE 7601,Cancun, Korean Air 
2024-05-30,12:40,13:33,DL 2259,Knoxville, Delta Air Lines 
2024-05-30,12:40,13:33,KE 7165,Knoxville, Korean Air 
2024-05-30,12:40,13:33,WS 6681,Knoxville, WestJet 
2024-05-30,12:40,13:47,DL 1129,Charleston, Delta Air Lines 
2024-05-30,12:40,13:47,KE 3686,Charleston, Korean Air 
2024-05-30,12:40,13:47,WS 6933,Charleston, WestJet 
2024-05-30,12:40,14:05,DL 1576,Orlando, Delta Air Lines 
2024-05-30,12:40,14:05,KE 6947,Orlando, Korean Air 
2024-05-30,12:40,14:05,LA 6451,Orlando, LATAM Airlines 
2024-05-30,12:40,14:09,DL 2244,Columbus, Delta Air Lines 
2024-05-30,12:40,14:09,KE 3520,Columbus, Korean Air 
2024-05-30,12:40,14:25,DL 2146,Beach, Delta Air Lines West Palm 
2024-05-30,12:40,14:25,KE 6993,Beach, Korean Air 
2024-05-30,12:43,14:11,F9 3293,Denver, Frontier Airlines 
2024-05-30,12:45,14:06,DL 2104,Austin, Delta Air Lines 
2024-05-30,12:45,14:06,KE 3505,Austin, Korean Air 
2024-05-30,12:45,14:06,WS 6337,Austin, WestJet 
2024-05-30,12:45,17:05,DL 7850,Seoul, Delta Air Lines 
2024-05-30,12:45,17:05,KE 36,Seoul, Korean Air 
2024-05-30,12:46,12:36,DL 2899,Birmingham, Delta Air Lines 
2024-05-30,12:46,12:36,KE 6919,Birmingham, Korean Air 
2024-05-30,12:46,12:36,WS 6663,Birmingham, WestJet 
2024-05-30,12:46,12:43,DL 5323,Dothan, Delta Air Lines 
2024-05-30,12:46,12:43,KE 3509,Dothan, Korean Air 
2024-05-30,12:46,12:43,WS 6773,Dothan, WestJet 
2024-05-30,12:46,13:50,DL 5312,Valdosta, Delta Air Lines 
2024-05-30,12:46,13:50,KE 7169,Valdosta, Korean Air 
2024-05-30,12:46,13:50,WS 7986,Valdosta, WestJet 
2024-05-30,12:50,14:10,WN 1269,Omaha, Southwest Airlines 
2024-05-30,12:50,14:10,WN 5563,Denver, Southwest Airlines 
2024-05-30,12:51,14:09,AM 3349,Omaha, Aeromexico 
2024-05-30,12:51,14:09,DL 1547,Omaha, Delta Air Lines 
2024-05-30,12:51,14:09,KE 3629,Omaha, Korean Air 
2024-05-30,12:51,14:09,LA 6400,Omaha, LATAM Airlines 
2024-05-30,12:52,15:00,AM 3302,Newark, Aeromexico 
2024-05-30,12:52,15:00,DL 2579,Newark, Delta Air Lines 
2024-05-30,12:52,15:00,KE 3153,Newark, Korean Air 
2024-05-30,12:52,15:00,LA 6174,Newark, LATAM Airlines 
2024-05-30,12:52,15:00,VS 4488,Newark, Virgin Atlantic 
2024-05-30,12:52,15:00,WS 6714,Newark, WestJet 
2024-05-30,12:54,14:14,AM 3492,Raleigh/Durham, Aeromexico 
2024-05-30,12:54,14:14,DL 2457,Raleigh/Durham, Delta Air Lines 
2024-05-30,12:54,14:14,KE 7009,Raleigh/Durham, Korean Air 
2024-05-30,12:54,14:14,WS 6912,Raleigh/Durham, WestJet 
2024-05-30,12:54,14:52,F9 2484,Miami, Frontier Airlines 
2024-05-30,12:55,14:12,AM 3573,Louisville, Aeromexico 
2024-05-30,12:55,14:12,DL 2448,Louisville, Delta Air Lines 
2024-05-30,12:55,14:12,KE 7025,Louisville, Korean Air 
2024-05-30,12:55,14:12,KL 5223,Louisville, KLM 
2024-05-30,12:55,14:12,WS 7944,Louisville, WestJet 
2024-05-30,12:55,14:40,AM 3244,Washington, Aeromexico 
2024-05-30,12:55,14:40,DL 759,Washington, Delta Air Lines 
2024-05-30,12:55,14:40,KE 7146,Washington, Korean Air 
2024-05-30,12:55,14:40,KL 6800,Washington, KLM 
2024-05-30,12:55,14:40,WS 6516,Washington, WestJet 
2024-05-30,12:57,14:19,AA 5068,Charlotte, American Airlines 
2024-05-30,12:57,14:19,BA 5793,Charlotte, British Airways 
2024-05-30,12:57,14:29,F9 4771,Cincinnati, Frontier Airlines 
2024-05-30,12:59,14:45,AM 3493,Lauderdale, Aeromexico 
2024-05-30,12:59,14:45,DL 1582,Lauderdale, Delta Air Lines Fort 
2024-05-30,12:59,14:45,KE 7086,Lauderdale, Korean Air 
2024-05-30,12:59,14:45,KL 5341,Lauderdale, KLM 
2024-05-30,12:59,14:45,WS 6831,Lauderdale, WestJet 
2024-05-30,13:00,15:22,AC 3045,Newark, Air Canada 
2024-05-30,13:00,15:22,OS 7774,Newark, Austrian 
2024-05-30,13:00,15:22,UA 2294,Newark, United Airlines 
2024-05-30,13:00,15:25,DL 7161,Winnipeg, Delta Air Lines 
2024-05-30,13:00,15:25,WS 1361,Winnipeg, WestJet 
2024-05-30,13:00,16:23,AM 3590,Juan, Aeromexico 
2024-05-30,13:00,16:23,DL 1946,Juan, Delta Air Lines San 
2024-05-30,13:00,16:23,KL 7339,Juan, KLM 
2024-05-30,13:00,16:23,WS 7956,Juan, WestJet 
2024-05-30,13:02,14:04,AM 3374,Savannah, Aeromexico 
2024-05-30,13:02,14:04,AM 3522,Jacksonville, Aeromexico 
2024-05-30,13:02,14:04,DL 2581,Savannah, Delta Air Lines 
2024-05-30,13:02,14:04,DL 2990,Jacksonville, Delta Air Lines 
2024-05-30,13:02,14:04,KE 7021,Savannah, Korean Air 
2024-05-30,13:02,14:04,KE 7090,Jacksonville, Korean Air 
2024-05-30,13:02,14:04,KL 5365,Jacksonville, KLM 
2024-05-30,13:02,14:04,KL 5467,Savannah, KLM 
2024-05-30,13:02,14:04,WS 6965,Savannah, WestJet 
2024-05-30,13:02,14:04,WS 8364,Jacksonville, WestJet 
2024-05-30,13:02,14:14,AA 3729,Chicago, American Airlines 
2024-05-30,13:02,14:14,AS 4571,Chicago, Alaska Airlines 
2024-05-30,13:02,14:14,BA 1673,Chicago, British Airways 
2024-05-30,13:02,14:14,CX 7619,Chicago, Cathay Pacific 
2024-05-30,13:02,14:14,MH 9403,Chicago, Malaysia Airlines 
2024-05-30,13:02,14:14,QF 4376,Chicago, Qantas 
2024-05-30,13:02,14:14,QR 2215,Chicago, Qatar Airways 
2024-05-30,13:02,14:14,RJ 7080,Chicago, Royal Jordanian 
2024-05-30,13:03,14:59,NK 673,Detroit, Spirit Airlines 
2024-05-30,13:05,13:35,NK 481,Orleans, Spirit Airlines New 
2024-05-30,13:09,15:49,AM 3100,Boston, Aeromexico 
2024-05-30,13:09,15:49,AZ 3121,Boston, ITA Airways 
2024-05-30,13:09,15:49,DL 1693,Boston, Delta Air Lines 
2024-05-30,13:09,15:49,KE 3147,Boston, Korean Air 
2024-05-30,13:09,15:49,KL 5027,Boston, KLM 
2024-05-30,13:09,15:49,VS 3634,Boston, Virgin Atlantic 
2024-05-30,13:09,15:49,WS 6600,Boston, WestJet 
2024-05-30,13:10,15:55,AC 8570,Montreal, Air Canada 
2024-05-30,13:10,15:55,UA 8394,Montreal, United Airlines 
2024-05-30,13:15,14:20,AM 3966,Chicago, Aeromexico 
2024-05-30,13:15,14:20,DL 1477,Chicago, Delta Air Lines 
2024-05-30,13:15,14:20,KE 3775,Chicago, Korean Air 
2024-05-30,13:15,14:20,KL 5569,Chicago, KLM 
2024-05-30,13:15,14:20,LA 6456,Chicago, LATAM Airlines 
2024-05-30,13:15,14:20,WS 7421,Chicago, WestJet 
2024-05-30,13:15,15:07,AM 3270,Detroit, Aeromexico 
2024-05-30,13:15,15:07,DL 1031,Detroit, Delta Air Lines 
2024-05-30,13:15,15:07,KE 7150,Detroit, Korean Air 
2024-05-30,13:15,15:07,KL 5003,Detroit, KLM 
2024-05-30,13:15,15:07,VS 1866,Detroit, Virgin Atlantic 
2024-05-30,13:15,15:07,WS 6495,Detroit, WestJet 
2024-05-30,13:16,15:04,AM 3435,Rapids, Aeromexico 
2024-05-30,13:16,15:04,DL 2055,Rapids, Delta Air Lines Grand 
2024-05-30,13:16,15:04,KE 3714,Rapids, Korean Air 
2024-05-30,13:16,15:04,KL 7295,Rapids, KLM 
2024-05-30,13:16,15:04,WS 6549,Rapids, WestJet 
2024-05-30,13:20,13:46,AM 3738,Orleans, Aeromexico 
2024-05-30,13:20,13:46,DL 2524,Orleans, Delta Air Lines New 
2024-05-30,13:20,13:46,KE 7103,Orleans, Korean Air 
2024-05-30,13:20,13:46,KL 5313,Orleans, KLM 
2024-05-30,13:20,13:46,WS 8673,Orleans, WestJet 
2024-05-30,13:20,14:34,AC 3303,Chicago, Air Canada 
2024-05-30,13:20,14:34,LH 7445,Chicago, Lufthansa 
2024-05-30,13:20,14:34,NZ 2022,Chicago, Air New Zealand 
2024-05-30,13:20,14:34,OS 7724,Chicago, Austrian 
2024-05-30,13:20,14:34,UA 793,Chicago, United Airlines 
2024-05-30,13:21,14:18,AM 3079,Columbia, Aeromexico 
2024-05-30,13:21,14:18,AM 3243,Greenville, Aeromexico 
2024-05-30,13:21,14:18,DL 2102,Columbia, Delta Air Lines 
2024-05-30,13:21,14:18,DL 2685,Greenville, Delta Air Lines 
2024-05-30,13:21,14:18,KE 6855,Columbia, Korean Air 
2024-05-30,13:21,14:18,KE 6915,Greenville, Korean Air 
2024-05-30,13:21,14:18,KL 5267,Columbia, KLM 
2024-05-30,13:21,14:18,KL 5863,Greenville, KLM 
2024-05-30,13:21,14:18,WS 6781,Greenville, WestJet 
2024-05-30,13:21,14:18,WS 6850,Columbia, WestJet 
2024-05-30,13:21,15:40,AM 3246,County, Aeromexico 
2024-05-30,13:21,15:40,DL 4978,County, Delta Air Lines 
2024-05-30,13:21,15:40,KE 6791,County, Korean Air 
2024-05-30,13:21,15:40,WS 6796,County, WestJet 
2024-05-30,13:23,14:26,AM 3289,City, Aeromexico 
2024-05-30,13:23,14:26,DL 2078,City, Delta Air Lines Kansas 
2024-05-30,13:23,14:26,KE 3548,City, Korean Air 
2024-05-30,13:23,14:26,KL 5385,City, KLM 
2024-05-30,13:23,14:26,WS 7721,City, WestJet 
2024-05-30,13:24,15:36,B6 2613,York, JetBlue New 
2024-05-30,13:25,13:27,AM 3544,Nashville, Aeromexico 
2024-05-30,13:25,13:27,DL 2282,Nashville, Delta Air Lines 
2024-05-30,13:25,13:27,KE 6837,Nashville, Korean Air 
2024-05-30,13:25,13:27,KL 5255,Nashville, KLM 
2024-05-30,13:25,13:27,WS 7270,Nashville, WestJet 
2024-05-30,13:25,14:50,WN 2252,Indianapolis, Southwest Airlines 
2024-05-30,13:25,14:52,AA 982,Dallas, American Airlines 
2024-05-30,13:25,14:52,AS 4300,Dallas, Alaska Airlines 
2024-05-30,13:25,14:52,AY 4173,Dallas, Finnair 
2024-05-30,13:25,14:52,G3 6225,Dallas, Gol 
2024-05-30,13:25,14:52,GF 6694,Dallas, Gulf Air 
2024-05-30,13:25,14:52,QF 3259,Dallas, Qantas 
2024-05-30,13:26,13:41,AM 3318,Mobile, Aeromexico 
2024-05-30,13:26,13:41,DL 5308,Mobile, Delta Air Lines 
2024-05-30,13:26,13:41,KE 6971,Mobile, Korean Air 
2024-05-30,13:26,13:41,KL 6877,Mobile, KLM 
2024-05-30,13:26,13:41,WS 7234,Mobile, WestJet 
2024-05-30,13:26,14:13,AM 3248,Shreveport, Aeromexico 
2024-05-30,13:26,14:13,DL 5469,Shreveport, Delta Air Lines 
2024-05-30,13:26,14:13,KE 7029,Shreveport, Korean Air 
2024-05-30,13:26,14:13,KL 7781,Shreveport, KLM 
2024-05-30,13:26,14:13,WS 6585,Shreveport, WestJet 
2024-05-30,13:29,14:51,AM 4128,Tampa, Aeromexico 
2024-05-30,13:29,14:51,DL 1720,Tampa, Delta Air Lines 
2024-05-30,13:29,14:51,KE 7161,Tampa, Korean Air 
2024-05-30,13:29,14:51,KL 5175,Tampa, KLM 
2024-05-30,13:29,14:51,WS 6645,Tampa, WestJet 
2024-05-30,13:30,15:46,AM 3572,York, Aeromexico 
2024-05-30,13:30,15:46,DL 431,York, Delta Air Lines New 
2024-05-30,13:30,15:46,KL 7432,York, KLM 
2024-05-30,13:30,15:46,WS 6301,York, WestJet 
2024-05-30,13:36,15:29,F9 2439,Rapids, Frontier Airlines Grand 
2024-05-30,13:40,13:42,AM 3291,City, Aeromexico 
2024-05-30,13:40,13:42,DL 2233,City, Delta Air Lines Panama 
2024-05-30,13:40,13:42,KE 6885,City, Korean Air 
2024-05-30,13:40,13:42,KL 7745,City, KLM 
2024-05-30,13:40,13:42,WS 7219,City, WestJet 
2024-05-30,13:40,13:51,DL 4953,Columbus, Delta Air Lines 
2024-05-30,13:40,13:51,KE 3720,Columbus, Korean Air 
2024-05-30,13:40,13:51,KL 6595,Columbus, KLM 
2024-05-30,13:40,13:51,WS 6874,Columbus, WestJet 
2024-05-30,13:40,14:24,AM 3553,Chattanooga, Aeromexico 
2024-05-30,13:40,14:24,DL 2478,Chattanooga, Delta Air Lines 
2024-05-30,13:40,14:24,KE 7061,Chattanooga, Korean Air 
2024-05-30,13:40,14:24,KL 5271,Chattanooga, KLM 
2024-05-30,13:40,14:24,WS 6497,Chattanooga, WestJet 
2024-05-30,13:40,14:36,AM 3515,Milwaukee, Aeromexico 
2024-05-30,13:40,14:36,DL 2301,Milwaukee, Delta Air Lines 
2024-05-30,13:40,14:36,KE 6963,Milwaukee, Korean Air 
2024-05-30,13:40,14:36,KL 8105,Milwaukee, KLM 
2024-05-30,13:40,15:03,AM 3137,Cincinnati, Aeromexico 
2024-05-30,13:40,15:03,DL 2456,Cincinnati, Delta Air Lines 
2024-05-30,13:40,15:03,KE 6869,Cincinnati, Korean Air 
2024-05-30,13:40,15:03,KL 5199,Cincinnati, KLM 
2024-05-30,13:40,15:03,WS 7414,Cincinnati, WestJet 
2024-05-30,13:40,15:30,WN 865,Baltimore, Southwest Airlines 
2024-05-30,13:41,14:54,AM 3905,Denver, Aeromexico 
2024-05-30,13:41,14:54,DL 530,Denver, Delta Air Lines 
2024-05-30,13:41,14:54,KE 3633,Denver, Korean Air 
2024-05-30,13:41,14:54,KL 7201,Denver, KLM 
2024-05-30,13:42,14:54,AM 3559,Lexington, Aeromexico 
2024-05-30,13:42,14:54,DL 1225,Lexington, Delta Air Lines 
2024-05-30,13:42,14:54,KE 6939,Lexington, Korean Air 
2024-05-30,13:42,14:54,KL 5379,Lexington, KLM 
2024-05-30,13:42,14:54,WS 8500,Lexington, WestJet 
2024-05-30,13:43,15:34,DL 1949,Bay, Delta Air Lines Montego 
2024-05-30,13:43,15:34,KL 7186,Bay, KLM 
2024-05-30,13:43,15:34,VS 3800,Bay, Virgin Atlantic 
2024-05-30,13:44,15:08,AM 3219,Orlando, Aeromexico 
2024-05-30,13:44,15:08,DL 1372,Orlando, Delta Air Lines 
2024-05-30,13:44,15:08,KE 7098,Orlando, Korean Air 
2024-05-30,13:44,15:08,KL 5393,Orlando, KLM 
2024-05-30,13:44,15:08,LA 6523,Orlando, LATAM Airlines 
2024-05-30,13:44,15:08,VS 5161,Orlando, Virgin Atlantic 
2024-05-30,13:44,15:08,WS 7002,Orlando, WestJet 
2024-05-30,13:45,14:22,AM 3578,Louis, Aeromexico 
2024-05-30,13:45,14:22,DL 2277,Louis, Delta Air Lines Saint 
2024-05-30,13:45,14:22,KE 7035,Louis, Korean Air 
2024-05-30,13:45,14:22,KL 5485,Louis, KLM 
2024-05-30,13:45,14:22,WS 6605,Louis, WestJet 
2024-05-30,13:45,14:46,AM 3541,Phoenix, Aeromexico 
2024-05-30,13:45,14:46,DL 557,Phoenix, Delta Air Lines 
2024-05-30,13:45,14:46,KE 6808,Phoenix, Korean Air 
2024-05-30,13:45,14:46,KL 5110,Phoenix, KLM 
2024-05-30,13:45,14:51,AM 3082,Houston, Aeromexico 
2024-05-30,13:45,14:51,AM 3620,City/Kingsport, Aeromexico 
2024-05-30,13:45,14:51,DL 1572,Houston, Delta Air Lines 
2024-05-30,13:45,14:51,DL 4844,City/Kingsport, Delta Air Lines 
2024-05-30,13:45,14:51,KE 7077,Houston, Korean Air 
2024-05-30,13:45,14:51,KE 7163,City/Kingsport, Korean Air 
2024-05-30,13:45,14:51,KL 5559,Houston, KLM 
2024-05-30,13:45,14:51,KL 6519,City/Kingsport, KLM 
2024-05-30,13:45,14:51,LA 6410,Houston, LATAM Airlines 
2024-05-30,13:45,14:51,WS 6489,Houston, WestJet 
2024-05-30,13:45,14:51,WS 7094,City/Kingsport, WestJet 
2024-05-30,13:45,15:15,AM 3640,Richmond, Aeromexico 
2024-05-30,13:45,15:15,DL 1437,Richmond, Delta Air Lines 
2024-05-30,13:45,15:15,KE 7133,Richmond, Korean Air 
2024-05-30,13:45,15:15,KL 5509,Richmond, KLM 
2024-05-30,13:45,15:15,WS 7903,Richmond, WestJet 
2024-05-30,13:45,15:27,AM 2709,Leon/Guanajuato, Aeromexico 
2024-05-30,13:45,15:27,DL 9133,Leon/Guanajuato, Delta Air Lines 
2024-05-30,13:47,15:03,DL 921,Dallas, Delta Air Lines 
2024-05-30,13:47,15:03,KE 7067,Dallas, Korean Air 
2024-05-30,13:47,15:03,KL 8197,Dallas, KLM 
2024-05-30,13:47,15:03,LA 6125,Dallas, LATAM Airlines 
2024-05-30,13:47,15:03,WS 7525,Dallas, WestJet 
2024-05-30,13:47,15:05,AM 3144,Beach, Aeromexico 
2024-05-30,13:47,15:05,DL 2827,Beach, Delta Air Lines Daytona 
2024-05-30,13:47,15:05,KL 6505,Beach, KLM 
2024-05-30,13:47,15:05,WS 7087,Beach, WestJet 
2024-05-30,13:48,13:46,AM 3245,Huntsville, Aeromexico 
2024-05-30,13:48,13:46,DL 5378,Huntsville, Delta Air Lines 
2024-05-30,13:48,13:46,KE 6923,Huntsville, Korean Air 
2024-05-30,13:48,13:46,KL 5349,Huntsville, KLM 
2024-05-30,13:48,13:46,WS 6793,Huntsville, WestJet 
2024-05-30,13:48,15:20,AF 5793,Minneapolis, Air France 
2024-05-30,13:48,15:20,AM 3939,Minneapolis, Aeromexico 
2024-05-30,13:48,15:20,DL 2825,Minneapolis, Delta Air Lines 
2024-05-30,13:48,15:20,KL 5039,Minneapolis, KLM 
2024-05-30,13:48,15:20,VS 2630,Minneapolis, Virgin Atlantic 
2024-05-30,13:48,15:20,WS 8659,Minneapolis, WestJet 
2024-05-30,13:50,14:00,AF 2462,Pensacola, Air France 
2024-05-30,13:50,14:00,AM 3122,Pensacola, Aeromexico 
2024-05-30,13:50,14:00,DL 2187,Pensacola, Delta Air Lines 
2024-05-30,13:50,14:00,KE 7123,Pensacola, Korean Air 
2024-05-30,13:50,14:00,KL 7296,Pensacola, KLM 
2024-05-30,13:50,14:00,WS 6598,Pensacola, WestJet 
2024-05-30,13:50,14:46,DL 4176,Albany, Delta Air Lines 
2024-05-30,13:50,14:46,KE 6821,Albany, Korean Air 
2024-05-30,13:50,14:46,KL 5613,Albany, KLM 
2024-05-30,13:50,14:46,WS 6550,Albany, WestJet 
2024-05-30,13:50,15:01,DL 1643,Dallas, Delta Air Lines 
2024-05-30,13:50,15:01,KE 3615,Dallas, Korean Air 
2024-05-30,13:50,15:01,KL 5360,Dallas, KLM 
2024-05-30,13:50,15:01,WS 6772,Dallas, WestJet 
2024-05-30,13:50,15:19,AM 3654,Indianapolis, Aeromexico 
2024-05-30,13:50,15:19,DL 2753,Indianapolis, Delta Air Lines 
2024-05-30,13:50,15:19,KE 3541,Indianapolis, Korean Air 
2024-05-30,13:50,15:19,KL 5866,Indianapolis, KLM 
2024-05-30,13:50,15:19,WS 6494,Indianapolis, WestJet 
2024-05-30,13:50,15:20,WN 334,Columbus, Southwest Airlines 
2024-05-30,13:50,15:39,AM 3742,Miami, Aeromexico 
2024-05-30,13:50,15:39,DL 1323,Miami, Delta Air Lines 
2024-05-30,13:50,15:39,KE 7091,Miami, Korean Air 
2024-05-30,13:50,15:39,KL 5963,Miami, KLM 
2024-05-30,13:50,15:39,LA 8478,Miami, LATAM Airlines 
2024-05-30,13:50,15:39,VS 5189,Miami, Virgin Atlantic 
2024-05-30,13:50,15:39,WS 8641,Miami, WestJet 
2024-05-30,13:50,16:07,AM 3028,Hartford, Aeromexico 
2024-05-30,13:50,16:07,DL 1015,Hartford, Delta Air Lines 
2024-05-30,13:50,16:07,KE 6829,Hartford, Korean Air 
2024-05-30,13:50,16:07,KL 7299,Hartford, KLM 
2024-05-30,13:51,15:36,AM 3748,Baltimore, Aeromexico 
2024-05-30,13:51,15:36,DL 2799,Baltimore, Delta Air Lines 
2024-05-30,13:51,15:36,KE 6851,Baltimore, Korean Air 
2024-05-30,13:51,15:36,KL 5687,Baltimore, KLM 
2024-05-30,13:51,15:36,WS 6697,Baltimore, WestJet 
2024-05-30,13:53,14:10,AM 3388,Jackson, Aeromexico 
2024-05-30,13:53,14:10,DL 2398,Jackson, Delta Air Lines 
2024-05-30,13:53,14:10,KE 3730,Jackson, Korean Air 
2024-05-30,13:53,14:10,KL 6934,Jackson, KLM 
2024-05-30,13:53,14:10,WS 7865,Jackson, WestJet 
2024-05-30,13:54,15:20,AM 3499,Antonio, Aeromexico 
2024-05-30,13:54,15:20,DL 2009,Antonio, Delta Air Lines San 
2024-05-30,13:54,15:20,KL 7329,Antonio, KLM 
2024-05-30,13:54,15:20,WS 6433,Antonio, WestJet 
2024-05-30,13:55,14:15,WN 2299,Jackson, Southwest Airlines 
2024-05-30,13:55,15:20,WN 5093,Tampa, Southwest Airlines 
2024-05-30,13:56,14:50,AM 3441,Knoxville, Aeromexico 
2024-05-30,13:56,14:50,DL 1630,Knoxville, Delta Air Lines 
2024-05-30,13:56,14:50,KE 7051,Knoxville, Korean Air 
2024-05-30,13:56,14:50,KL 5191,Knoxville, KLM 
2024-05-30,13:56,14:50,WS 6910,Knoxville, WestJet 
2024-05-30,13:56,15:28,AM 3325,Norfolk, Aeromexico 
2024-05-30,13:56,15:28,DL 2245,Norfolk, Delta Air Lines 
2024-05-30,13:56,15:28,KE 6989,Norfolk, Korean Air 
2024-05-30,13:56,15:28,KL 5497,Norfolk, KLM 
2024-05-30,13:56,15:28,WS 6824,Norfolk, WestJet 
2024-05-30,13:56,15:40,AM 3067,Cleveland, Aeromexico 
2024-05-30,13:56,15:40,DL 2377,Cleveland, Delta Air Lines 
2024-05-30,13:56,15:40,KL 7166,Cleveland, KLM 
2024-05-30,13:56,15:40,WS 6743,Cleveland, WestJet 
2024-05-30,13:59,15:20,AM 3275,Vegas, Aeromexico 
2024-05-30,13:59,15:20,DL 466,Vegas, Delta Air Lines Las 
2024-05-30,13:59,15:20,KE 3623,Vegas, Korean Air 
